negative,"Son iki sürüme kadar, Ortala komutuna dokunduğumda gidiş doğrultuma dik ekran görünümü vardı, fakat şimdi ortaka dememe rağmen geniş bir görünümle yol tarifi alıyorum, bu da yanlış yola girmene sebep oluyor."
negative,Uygulama aslında 5 yıldız ama geri bildirim vermek ve dikkat çekmek için 1 veriyorum. Cihazı İngilizce kullanıyorken Türkçe sesli yönlendirme seçeceği yok. Her navigasyon uygulamasında bu manuel seçileniliyor. İlla cihazın dilini değiştirmem gerek.
negative,Güncellemeden sonra konumumu yanlış göstermeye başladı
positive,Arkadaşlar Google Türkiye’nin üzerini yaklaşık 2 sene önce bulanıklaştırdı. Sebep ise terör eylemleri. Uygulama bozukluğundan değil kasti olarak yapılmış bir şey.
negative,Son güncelleme berbat olmuş yanlış yollara sokuyo resmen bildigimiz yolları unutturdu
negative,"Son zamanlarda harita konumu farklı gösteriyor. Hedefe ulaştırdığında ya önceki ya da sonraki sokakta bırakıyor. Nokta atışı yapıyordu ama yapmıyor ve sapma yapıyor. Can sıkıcı bir durum. 
Telefon : iPhone X"
neutral,Haritada hatalar var. Tutarlı çalışmıyor.
negative,Why it’s not working proper in Oman ??
neutral,Eskiye göre düzelmeler mükemmel ama lütfen şu kavşaklarda sağa veya sola tarif etmeyen yerleri düzeltin... kulaklarınız da mı çınlamadı hiç🙂birde ios 12 ile konum 80-100metee hatalı çıkmaya başladı
positive,Google gerçekten kendini aştı artık. Tek uygulama hem otel uygulamaları hem yemek uygulamaları hem de gezi uygulamalarının yerini tutabiliyor. Tabi ki ekstra ihtiyaç olarak uygulama indirebilirsiniz ancak yine de bir konum hakkında çok fazla detaylı bilgi bulabiliyorsunuz.
negative,Yer ekliyorum aile sağlığı merkezi konumu ekliyorum ama instagram gibi diğer uygulamalara konum kaydedilmiyor. Gerçekten berbat oldu artık
positive,Harika bir uygulama. Teşekkür ederim.
positive,"Ayarlar > Genel > Carplay > aracınızı seçin ve araç ekranınızda ki görünüm karşınıza gelecek telefon ekranında. Uygulamaları ekleyip çıkartın. Deneme şansım olmadı, umarım beklediğimize değmiştir :)"
positive,Google map on carplay
negative,Bu ne saçmalık karşımıza güncelleme çıkardınız sürekli sorunla karşılaştık diyor gelde sayfalarca sözleşmeyi oku neyin sözleşmesidir hayırsır maksadınıznedir ? Bizimi avlama planı yapıyorsunuz?
positive,İşte beklediğim güncelleme!
negative,Car Play güncellemesi geldi ama malesef aynı hatayı vermeye devam
positive,Aracım Skoda Kodiaq. Son güncellemeyi indirdim ama aaç ekranına Google Haritaların simgesi yok. Uygulamayı telefondan da açsam ekrana yansımıyor. Ekrandan kullananilme için Ne yapmalıyım?
positive,Apple CarPlay a gelmesi şahane oldu. 👍🏽👍🏽👍🏽
neutral,"Çevrimdışı harita indiriyorsun normalde şak diye açması lazım, hadi desen ki internet kullanıyor ona da tamam internet canavar gibi çekiyor ama bizimki yüklemekte zorlanıyor. Trafik ne navigasyon konusunda başarılı."
positive,"İos 12 ile birlikte carplay e 3 parti harita uygulamalarına izin verildi, google maps artık carplay uyumlu bir güncelleme çıkarta bilir mi lütfen?"
negative,IOS 12 güncellemesi yaptım. Fakat Carplay de Google Maps görünmüyor.
positive,"CarPlay entegrasyonu ne zaman gelecek? 

When Will The CarPlay integration begin?"
neutral,Saga yada sola donus yaptigimizda harita sabit kaliyo dönmüyor duzeltilsin acilen
negative,"%90 google maps kullanan biri olarak...

1- Uydu görüntüsü yandex’e göre çok bulanık... 
Google da hangi bina hangi sokak anlaşılmazken Yandex’te 
Gayet net gözüküyor. Eminönü meydanı görüntülerini karşılaştırın örneğin. Sizinkinde cami bile zor seçiliyor

2- Kuzeye devam edin diyerek kuzeyin ne taraf olduğunu  bilmemize imkan olmayan aptalca talimatları veriyor. Ormanda ağacın yosunlu tarafına mı bakalım bu saçma talimat.

3- bazı adres tariflerinde feci saçmalıyor. Çizdiği yol sağa dönerken sesli talimat sola dönün diyor.

4- varılcak noktayı neden olduğunu bilinmez şekilde ve ben farketmeden değişirdi iki kez. Beşiktaştan Maslağa giderken zorlu AVM ye yaklaşırken sola sapmamı istedi. Bir baktım Atatürk Havalimanını çevirmiş rotayı. 

5- bir noktayı kayda almak neredeyse imkansız. 25 senedir elektronik eşyalar kullanırım goggle maps’te şu adresi kayda al dense ya 10 dk uğraşıyorum ya da vazgeçiyorum. “Yerler” ne “favoriler” ne? 
Kullanıcı dostundan vazgeçtim kullancı düşmanı bir programınız var."
negative,"Apple maps shows crystal clear satellite images for Turkey, but Google maps shows poor quality satellite images."
neutral,Androidde bisikletle ulaşımda var iOS ta yok bence bisikletle ulaşım ios ada gelmeli
neutral,Keske rota olusturulup kaydedilse ayrıca  liste yapıp  kaydettiğimiz yerlerin yerini değiştiremiyoruz  listedeki kayıtlı yerlerin yerini alt üst değiştiremiyoruz
negative,Eger hic yildiz vermeme sansimiz olsa onu yapardim! Cok gec veriuor bu uygulamaa yuzunden rezil olduk yolda.
neutral,Güncel yolları görmüyor ve yolu boşuna uzatmaktadır
positive,Yıllardır bu işin içinde olan Google Maps neden hala nöbetçi eczane eklentisi eklemedi. Yandex.Navi bile ekledi hala Google maps da yok bu eksi tarafı
negative,Uygulama açıldığında ses bağlantısı yapmıyor ve uygulamanın sesini yükseltemiyorum
positive,"Orjinal haritaları sildim telefondan o derece efsane bir uygulama, severek kullanıyorum."
neutral,Bi yerin sokak ismi yok yandexten bakıyorum googleden navigasyonu kullanıyorum tam konumu dönüş muhabbetleri cok iyi ama sokak isimlerini falan aratınca bulunmuyor cok yer
negative,Sayın Google yazılımcı arkadaşlar Kıbrıs a destek verin harita çalışmanız gayet güzel ama Komutanım Kıbrıs için aynınsını diyemem
negative,Sayın Google yazılımcı arkadaşlar Kıbrıs a destek verin harita çalışmanız gayet güzel ama Komutanım Kıbrıs için aynınsını diyemem
negative,Sayın Google yazılımcı arkadaşlar Kıbrıs a destek verin harita çalışmanız gayet güzel ama Komutanım Kıbrıs için aynınsını diyemem
negative,Aynı trafiğe beni iki kez soktu. Kafayı yedirtti bana. Kaldırın bu uygulamayı.
negative,Türkiyeden zoom yapıldığında  görüntü bulanık eskiden netti
positive,Uygulama çok güzel ancak Karadağ Prizren ve Prizren Üsküp aradı rotayı önizleme olarak verdi. Önizleme ve çevrimdışı haritaları kullandık ama çok zor oldu.
neutral,"Я пользователь гугл мапс уже давно Я работаю курьером На мотоцикле и мне необходимо карта, Но в этом месяце я заметил что офлайн карты не работает вообще , Раньше можно было без проблем найти улицу регион хоть напиши буковка и все вышло, Но сейчас очень большие проблемы я скачивал даже ничего не помогает и удалил и переустановил сначала Я пользователь iPhone 7 исправьте ошибку пожалуйста"
negative,Son güncellemeden sonra çevirim dışı haritalar kullanılmıyor
neutral,Samsunglarda 365 derece sokaga bakma olayı var iphone haritalarda yok bu özellik neden?
positive,"Navigasyon dili değiştirilemiyor. Telefonumun (iOS) sistem dili İngilizce. Fakat Google Maps navigasyon dilinin Türkçe olmasını istiyorum. Bunu yapmanın tek yolu tüm telefonun sistem dilini Türkçeye çevirmek. Telefonun sistem dilinden bağımsız olarak, aplikasyonun navigasyon dili değiştirilebilmeli. Sesli adres arama için bu seçenek var. Ancak navigasyon dili için yok."
positive,İyi günler. Apple Car Play düzenlemesi yapmanızı talep ediyorum. Araçta kullanırken daha etkili olacaktır.
positive,"Çok memnunum ancak nokta atışı adreslerde çok başarılı değil onun için yeni adres ve firma isimleri güncellenmesi gerekiyor. Yandex.Navi kullananlar bu konuda memnun olduğunu söylüyor ancak ben beğenmiyorum. 
Teşekkür ederim."
negative,Araba var yaya var otobüs var peki motosiklet icin ne zaman bir güncelleme yapacaksınız
negative,The map is still not clear. What is beautiful is not clear map Greece map Turkey. TURKEY refresh the map with an update if you get a little bit of honor.
positive,Kusursuz çalışıyor diyebilirim. Ama rota oluştururken alternatif yol seçme kısmında sürücüye bazen diğer yollar için izin vermiyor.
negative,Son gütçelemeden sonra iyice kafayı yedi oysa yakın cevreme google maps kraldır diyorduk 5 dk yeri 20 dk uzaktan götürüp getiriyor 🤒🤒
positive,Offline maps don’t work :(
positive,Apple haritadan iyi olduğu kesin
positive,Çok beğeniyorum kullanımı çok keyifli offline kullanımını henüz kullanmadım ama seyehatlerimi planlarken kullanmak isterim iyi çalışmalar
negative,"Bir kere guncel degil ,trafik durumunu gec gosteriyor ki uydu goruntusu hala bulanik. Cok daha iyi alternatifleri var..."
negative,Harita görüntüsü çok flu. Ve güncel değil.
positive,Very nice place. You have to give a breake here absolutely.
neutral,"Uzun bir zamandır ortala butonuna basmama rağmen haritayı takip etmiyor, yolu gittiğim yöne doğru göstermiyor. gta haritası gibi takip etmek zorunda kalıyorum"
negative,Uydu modu neden net değil? Zoomlayınca iyice bulanıklaşıyo yıllardır aynı düzeltmemişsiniz onun için herkeze 10 size 1
positive,"Yıllardır kullanıyorum. Ara sıra sapıttığı oluyor, ama çok ekmeğini yedim eksik olmasın. Hatta en iyisi."
negative,Haritayı açtığımda lütfen ekran kendini ayarlasın aşağı doğru gidiyor yön şıkkı lütfen acil düzeltilmesini arz ederim ...
negative,Navigasyonunda güven vermiyor
positive,Hep paralı yola çıkarıyo 🙂
positive,Çok elverişli bir uygulama
negative,Kestirme yerine Saçma sapan yerlerden götürüyor
negative,"Öncelikle yurtdışında iş görmüyor!
Son zamanlarda konum atıldığında haritada açmıyor çevrim dışı harita deyip duruyor! Kesinlikle tavsiye etmiyorum."
negative,İstedıgım yere doğru gıdemıyom bu son 3 güncellemede uygulamayı bozdunuz duzeltın
positive,Çok kullanışlı. Tebrik ederim.
negative,"Hiç güncellenmemiş 
Harita bulanık gösteriyor
Bence kötü olmuş"
positive,"Bazen saçma sapan yollara sokarak bizi varacağımız yerlere götürse de, uygulamanın  geneline baktığımızda geçer not alıyor. Birkaç navigasyon programı kullanmış biri olarak söylüyorum bunu."
negative,Trafik uygulamanız tam bir felaket verdiğiniz bilgiler yanlış ne çıkarsa bahtına
negative,Hayatımda hiç giröediğim saçma köy yollarına sokup dolaştırdın beni berbatsın google haritalar
neutral,İphone 6 s kullanıyorum navıgasyonu baslattıgımda rotadan cıkıyor ok işareti inş duseltırsınız
negative,Geçen hafta Ayvalığa giderken 10 km kala yolda köy yoluna giriş yaptırdı ve boş tarlaya kadar götürdü 2 saat yolumuz uzadı . Ayrıca girdiğimiz güzergah yol olmadığı İçin arabamızın altını vurduk .
negative,Karasu yeni mahallede çok eski tarihli r esimler var düzelmeye ihtiyacı var
negative,Alt ve üst geçit yollarını daha belirgin olsa çok güzel olucak
negative,İstanbul’da diğer ilçelerde var mı bilmiyorum ancak bağcılar ilçesinin Tüm sokaklarının isimleri değiştiği halde aylardır haritaya eklenmemesi hayret verici bir durum Google gibi güncel takip yapan bir firmanın bu kadar geride kalması şaşılacak bir olay
negative,kaç kere kapalı olan mekanlara burada açık yazdığı için gidip kapıda kaldık.Örneğin ptt şubeleri haftasonu çalışmıyormuş bu uygulamada açık yazıyor ve gereksiz çok dolaştırıyor
positive,Süper
positive,Niye bunu kullanıyonuz telefonunuzda maps var ayıp değilmi
negative,Son birkaç güncellemeden sonra adrese git dediğimde navigasyona başladığım yerde kalıyor ekranda işaret. Yada doğru yol üzerinde olmama rağmen imleç tarlanın ortasında hareketsiz duruyor yol çizgisini takip etmiyor. Gps konumu yaklaşık olarak 1.5 km yanlış gösteriyor.
negative,Araçla giderken bir türlü kendini toplayıp ne tarafa gideceğimi göstermiyor
positive,son güncellemeden sonra aramaların çoğunda sunucuya erişilemiyor hatası veriyor. hemen düzeltilmeli
positive,Mükemmel
neutral,Güzel bir uygulama ama Türkiye'de eczaneler hilal ile gösterilir haç işareti nereden çıktı kınıyorum
negative,İkide bir güncelleme. Yap adam akıllı uzun sürede bir ver güncellemeyi. İnternet kotası sizden gitmiyor. Sanki gsm operatörleri ile anlaşmışlar gibi güncelleme.
negative,Harita ekranda dik olarak açılması gerekirken ekranda açılırken yan olarak açılıyor be nerde nasıl döneceğimizi bilmiyoruz
positive,İstanbul’da trafik yoğunluğunu ve gidiş süresini bulmada çok iyi teşekkürler Google
positive,1. Köprü rotasını seçmeme rağmen sürekli olarak Avrasya Tüneline zorlanıyorum veya bana sormadan direk Avrasya Tüneline ayarlıyor rotayı. Oldukça can sıkıcı bir durum.
negative,Goruntu kalitesi yaklastikca cok dusuyor
positive,Çok güzel hemen hemen hatasız
positive,"Türkiye’de hedefe giderken haritayı ortalamış durumdayken istikameti değilde ekranda sağa veya sola dönük durabiliyor. Lütfen düzeltin.

Center the map off when not in the direction of the target in the way Turkey can stand facing the screen right or left. Please, correct it."
negative,İphone da haritalar uygulaması bundan kat kat üstün
negative,"Samsungda çok iyi çalışan uygulama ıphone da rezalet. Silip silip tekrar yüklüyorum ama sorunu çözemiyorum. Rotayı, gittiğim yönü algılamıyor.. imleç kafasına göre takılıyor. Düzeltmemin bir yolu var mı?"
negative,"I have many starred points (dropped pin) and I added labels for each. It was perfectly working. When I click a star, I could see the label and name. But, Now I can only see “Dropped Pin” . no label name. On the other hand, When I check Labelled on main menu (top left 3 lines) I can see label names. When I click. I see “Dropped Pin” on the map only. the label name doesn’t see. Even I re-saved a label name again. First save is ok. But second click. Same problem."
positive,Çarşıdayız
positive,Bu sorunu lütfen acilen düzeltin
negative,Yaptığınız uygulamanında sizinde allah belasını versin uygulamayı bir hafta güzel güzel kullandım şimdi bi yere gidicem Uber bi taksi saçmalıkları çıkıyor navigasyon çalışmıyor taksiyle gitsem taksi çağırırım o götürür ama ben navigasyon ile gitmek istiyorum
positive,Kavşaklardan geçerken solda yada sağda kalmamız ile ilgili bilgi verilmeli. Bulunduğumuz konuma göre doğru sesli uyarı verilmeli.
positive,Güvenilir satıcı
negative,"Google displays poor resolution in Turkey.
Google said nothing about this for years although repeatedly asked for years by the users. Now they confess that they obey the local laws.
If there is a law about this, please refer. Because it’s not humane. But google will not refer to this law, because it’s not the case. There are deeper darker things between google top management and some people. Maybe tax issues.
Google, such a hightech company, should not follow the dark side. Must be on the bright side, must follow the Jedi."
